"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Arboleas";"4624";"0";"4";"86,505190311418687";"0";"0";"0";"0";"18/02/2021"
"Armuña de Almanzora";"300";"0";"7";"2333,3333333333335";"0";"0";"0";"0";"18/02/2021"
"Bacares";"250";"0";"2";"800";"0";"0";"0";"0";"18/02/2021"
"Bayarque";"216";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Bédar";"984";"0";"5";"508,130081300813";"2";"0";"0";"0";"18/02/2021"
"Cantoria";"3365";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Chercos";"298";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Chirivel";"1489";"0";"2";"134,31833445265278";"0";"0";"-1";"1";"18/02/2021"
"Cóbdar";"178";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cuevas del Almanzora";"14455";"5";"79";"546,52369422345214";"31";"5";"28";"1";"18/02/2021"
"Fines";"2104";"0";"4";"190,11406844106463";"1";"0";"0";"0";"18/02/2021"
"Gallardos (Los)";"2902";"2";"28";"964,85182632667124";"17";"2";"1";"0";"18/02/2021"
"Garrucha";"9520";"8";"82";"861,34453781512605";"27";"8";"6";"0";"18/02/2021"
"Huércal-Overa";"19432";"4";"90";"463,15356113627007";"31";"4";"22";"0";"18/02/2021"
"Laroya";"198";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Líjar";"394";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lúcar";"760";"0";"18";"2368,4210526315787";"4";"0";"0";"0";"18/02/2021"
"Macael";"5480";"3";"17";"310,21897810218979";"9";"3";"2";"0";"18/02/2021"
"María";"1230";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Mojácar";"6778";"0";"36";"531,13012688108586";"3";"0";"4";"0";"18/02/2021"
"Olula del Río";"6256";"2";"35";"559,46291560102304";"8";"2";"15";"0";"18/02/2021"
"Oria";"2239";"0";"5";"223,31397945511389";"0";"0";"2";"0";"18/02/2021"
"Partaloa";"1035";"0";"7";"676,32850241545896";"1";"0";"0";"0";"18/02/2021"
"Pulpí";"10358";"2";"36";"347,55744352191545";"20";"2";"0";"0";"18/02/2021"
"Purchena";"1664";"0";"12";"721,15384615384619";"3";"0";"2";"0";"18/02/2021"
"Serón";"2033";"0";"7";"344,31874077717657";"2";"0";"0";"0";"18/02/2021"
"Sierro";"379";"0";"1";"263,85224274406335";"0";"0";"0";"0";"18/02/2021"
"Somontín";"443";"0";"2";"451,46726862302484";"0";"0";"0";"0";"18/02/2021"
"Suflí";"196";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Taberno";"974";"0";"1";"102,6694045174538";"1";"0";"1";"0";"18/02/2021"
"Tíjola";"3548";"1";"45";"1268,3201803833144";"10";"1";"1";"0";"18/02/2021"
"Turre";"3781";"4";"31";"819,88891827558848";"7";"4";"7";"0";"18/02/2021"
"Urrácal";"350";"0";"5";"1428,5714285714287";"2";"0";"0";"0";"18/02/2021"
"Vélez-Blanco";"1874";"1";"2";"106,72358591248666";"1";"1";"0";"0";"18/02/2021"
"Vélez-Rubio";"6546";"3";"36";"549,95417048579282";"23";"3";"4";"0";"18/02/2021"
"Vera";"16996";"16";"183";"1076,7239350435398";"89";"16";"23";"0";"18/02/2021"
"Zurgena";"2956";"0";"13";"439,78349120433018";"8";"0";"2";"0";"18/02/2021"
"Adra";"25412";"14";"164";"645,3643947741225";"65";"14";"20";"0";"18/02/2021"
"Alcolea";"844";"0";"2";"236,96682464454977";"0";"0";"0";"0";"18/02/2021"
"Balanegra";"3105";"3";"30";"966,18357487922708";"12";"3";"0";"0";"18/02/2021"
"Bayárcal";"312";"0";"4";"1282,051282051282";"0";"0";"0";"0";"18/02/2021"
"Berja";"12563";"2";"21";"167,15752606861417";"7";"2";"2";"0";"18/02/2021"
"Dalías";"4066";"0";"4";"98,376783079193316";"0";"0";"0";"0";"18/02/2021"
"Ejido (El)";"83758";"22";"397";"473,98457460779866";"162";"22";"9";"0";"18/02/2021"
"Enix";"514";"0";"1";"194,55252918287937";"1";"0";"0";"0";"18/02/2021"
"Felix";"636";"1";"2";"314,46540880503147";"2";"1";"0";"0";"18/02/2021"
"Fondón";"994";"1";"1";"100,6036217303823";"1";"1";"0";"0";"18/02/2021"
"Láujar de Andarax";"1527";"-1";"8";"523,90307793058287";"2";"-1";"0";"0";"18/02/2021"
"Mojonera (La)";"9191";"4";"44";"478,72919160047871";"24";"4";"1";"0";"18/02/2021"
"Paterna del Río";"365";"1";"1";"273,97260273972603";"1";"1";"0";"0";"18/02/2021"
"Roquetas de Mar";"98433";"16";"287";"291,56888441884325";"88";"16";"8";"0";"18/02/2021"
"Vícar";"26899";"8";"93";"345,73775976802114";"27";"8";"4";"0";"18/02/2021"
"Municipio de Almería sin especificar";"0";"0";"0";NA;"0";"0";"0";"0";"18/02/2021"
"Algeciras";"123078";"37";"677";"550,05768699523878";"215";"37";"65";"2";"18/02/2021"
"Barrios (Los)";"23777";"8";"66";"277,57917315052362";"20";"8";"26";"0";"18/02/2021"
"Tarifa";"18183";"1";"33";"181,48820326678765";"8";"1";"8";"0";"18/02/2021"
"Castellar de la Frontera";"3057";"1";"19";"621,52437029767748";"4";"1";"3";"0";"18/02/2021"
"Jimena de la Frontera";"6707";"0";"25";"372,74489339496051";"4";"0";"2";"0";"18/02/2021"
"San Martín del Tesorillo";"2801";"0";"5";"178,50767583006069";"1";"0";"0";"0";"18/02/2021"
"Línea de la Concepción (La)";"63630";"7";"157";"246,73895961024675";"53";"7";"39";"1";"18/02/2021"
"San Roque";"31571";"6";"83";"262,89949637325395";"27";"6";"19";"0";"18/02/2021"
"Alcalá de los Gazules";"5226";"0";"24";"459,24225028702642";"2";"0";"0";"0";"18/02/2021"
"Barbate";"22556";"22";"162";"718,21244901578291";"71";"22";"1";"0";"18/02/2021"
"Benalup-Casas Viejas";"6986";"-3";"55";"787,28886344116802";"22";"1";"4";"2";"18/02/2021"
"Cádiz (capital)";"115439";"38";"646";"559,60290716309044";"160";"38";"5";"2";"18/02/2021"
"Chiclana de la Frontera";"85150";"15";"629";"738,69641808573101";"160";"15";"32";"1";"18/02/2021"
"Conil de la Frontera";"22775";"6";"118";"518,11196487376515";"23";"6";"7";"0";"18/02/2021"
"Medina Sidonia";"11773";"3";"91";"772,95506667799202";"20";"3";"6";"0";"18/02/2021"
"Paterna de Rivera";"5453";"0";"23";"421,78617274894555";"10";"0";"3";"0";"18/02/2021"
"Puerto de Santa María (El)";"88703";"26";"423";"476,87225911186772";"149";"26";"14";"0";"18/02/2021"
"Puerto Real";"41700";"24";"169";"405,2757793764988";"48";"24";"8";"0";"18/02/2021"
"San Fernando";"95001";"31";"546";"574,73079230744941";"149";"31";"9";"1";"18/02/2021"
"Vejer de la Frontera";"12622";"6";"67";"530,81920456346063";"19";"6";"9";"0";"18/02/2021"
"Chipiona";"19246";"2";"38";"197,44362464927778";"14";"2";"2";"0";"18/02/2021"
"Jerez de la Frontera";"213105";"66";"935";"438,75085051969688";"225";"66";"92";"2";"18/02/2021"
"Rota";"29282";"11";"159";"542,99569701523114";"41";"11";"6";"0";"18/02/2021"
"San José del Valle";"4433";"1";"8";"180,46469659372886";"2";"1";"4";"0";"18/02/2021"
"Sanlúcar de Barrameda";"69205";"29";"344";"497,07391084459215";"99";"29";"26";"0";"18/02/2021"
"Trebujena";"7016";"0";"13";"185,29076396807298";"1";"0";"3";"0";"18/02/2021"
"Alcalá del Valle";"5043";"1";"36";"713,86079714455684";"10";"1";"1";"0";"18/02/2021"
"Algar";"1428";"1";"4";"280,1120448179272";"0";"1";"0";"0";"18/02/2021"
"Algodonales";"5506";"1";"15";"272,43007628042136";"2";"1";"0";"0";"18/02/2021"
"Arcos de la Frontera";"30818";"8";"109";"353,6894022973587";"13";"8";"4";"1";"18/02/2021"
"Benaocaz";"673";"0";"5";"742,94205052005941";"0";"0";"0";"0";"18/02/2021"
"Bornos";"7654";"2";"51";"666,31826495949826";"15";"2";"4";"0";"18/02/2021"
"Bosque (El)";"2137";"0";"2";"93,589143659335519";"1";"0";"0";"0";"18/02/2021"
"Espera";"3869";"0";"17";"439,39002326182475";"3";"0";"0";"0";"18/02/2021"
"Gastor (El)";"1729";"0";"15";"867,55349913244652";"2";"0";"3";"0";"18/02/2021"
"Grazalema";"2013";"0";"23";"1142,5732737208148";"10";"0";"1";"0";"18/02/2021"
"Olvera";"8062";"0";"97";"1203,1753907219052";"20";"0";"6";"0";"18/02/2021"
"Prado del Rey";"5590";"10";"19";"339,89266547406083";"11";"10";"4";"0";"18/02/2021"
"Puerto Serrano";"6942";"22";"96";"1382,8867761452032";"30";"22";"0";"0";"18/02/2021"
"Setenil de las Bodegas";"2741";"0";"10";"364,83035388544329";"4";"0";"0";"0";"18/02/2021"
"Torre Alháquime";"796";"0";"1";"125,62814070351759";"0";"0";"0";"0";"18/02/2021"
"Ubrique";"16605";"2";"40";"240,8912978018669";"12";"2";"0";"0";"18/02/2021"
"Villaluenga del Rosario";"455";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Villamartín";"12134";"4";"54";"445,0304928300643";"16";"4";"2";"0";"18/02/2021"
"Zahara";"1379";"0";"1";"72,516316171138513";"0";"0";"1";"0";"18/02/2021"
"Municipio de Cádiz sin especificar";"0";"4";"27";NA;"9";"4";"1";"0";"18/02/2021"
"Córdoba (capital)";"326039";"36";"896";"274,81374927539343";"257";"36";"60";"4";"18/02/2021"
"Aguilar de la Frontera";"13382";"3";"23";"171,87266477357645";"10";"3";"0";"0";"18/02/2021"
"Almedinilla";"2370";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Baena";"19045";"12";"67";"351,79837227618799";"36";"12";"5";"1";"18/02/2021"
"Benamejí";"4963";"0";"4";"80,596413459601052";"0";"0";"0";"1";"18/02/2021"
"Cabra";"20347";"1";"81";"398,09308497567207";"25";"1";"2";"0";"18/02/2021"
"Carcabuey";"2371";"0";"4";"168,70518768452129";"1";"0";"0";"0";"18/02/2021"
"Castro del Río";"7767";"3";"14";"180,24977468778164";"3";"3";"0";"0";"18/02/2021"
"Doña Mencía";"4615";"0";"1";"21,668472372697725";"0";"0";"0";"0";"18/02/2021"
"Encinas Reales";"2254";"1";"2";"88,731144631765744";"1";"1";"0";"0";"18/02/2021"
"Espejo";"3289";"0";"26";"790,51383399209487";"8";"0";"0";"0";"18/02/2021"
"Fernán-Núñez";"9651";"1";"10";"103,61620557455186";"1";"1";"3";"0";"18/02/2021"
"Fuente-Tójar";"666";"0";"9";"1351,3513513513512";"2";"0";"0";"0";"18/02/2021"
"Guijarrosa (La)";"1379";"0";"7";"507,61421319796955";"0";"0";"0";"0";"18/02/2021"
"Iznájar";"4134";"1";"4";"96,758587324625054";"2";"1";"0";"0";"18/02/2021"
"Lucena";"42733";"4";"105";"245,71174502141201";"30";"4";"10";"0";"18/02/2021"
"Luque";"2976";"0";"20";"672,04301075268813";"6";"0";"0";"0";"18/02/2021"
"Montalbán de Córdoba";"4467";"0";"3";"67,159167226326389";"0";"0";"1";"0";"18/02/2021"
"Montemayor";"3856";"0";"5";"129,66804979253112";"0";"0";"0";"0";"18/02/2021"
"Montilla";"22739";"4";"105";"461,76173094683145";"36";"4";"3";"0";"18/02/2021"
"Monturque";"1943";"0";"3";"154,40041173443129";"0";"0";"0";"0";"18/02/2021"
"Moriles";"3701";"0";"7";"189,13807079167793";"2";"0";"1";"1";"18/02/2021"
"Nueva Carteya";"5341";"0";"1";"18,72308556450103";"1";"0";"1";"1";"18/02/2021"
"Palenciana";"1465";"0";"1";"68,25938566552901";"0";"0";"0";"0";"18/02/2021"
"Priego de Córdoba";"22367";"11";"72";"321,9028032369115";"34";"11";"0";"0";"18/02/2021"
"Puente Genil";"29943";"9";"48";"160,30457869952912";"27";"9";"0";"0";"18/02/2021"
"Rambla (La)";"7529";"0";"7";"92,973834506574576";"1";"0";"2";"0";"18/02/2021"
"Rute";"9898";"1";"17";"171,75186906445748";"6";"1";"2";"0";"18/02/2021"
"Santaella";"4614";"0";"14";"303,42436064152577";"0";"0";"2";"0";"18/02/2021"
"Zuheros";"635";"0";"6";"944,88188976377955";"0";"0";"0";"0";"18/02/2021"
"Adamuz";"4137";"0";"7";"169,20473773265653";"3";"0";"0";"0";"18/02/2021"
"Almodóvar del Río";"7932";"0";"16";"201,71457387796269";"9";"0";"0";"0";"18/02/2021"
"Bujalance";"7320";"0";"17";"232,24043715846994";"1";"0";"0";"0";"18/02/2021"
"Cañete de las Torres";"2923";"0";"2";"68,422853232979818";"0";"0";"2";"0";"18/02/2021"
"Carlota (La)";"14079";"1";"27";"191,77498401875133";"7";"1";"1";"1";"18/02/2021"
"Carpio (El)";"4363";"0";"8";"183,36007334402933";"0";"0";"0";"0";"18/02/2021"
"Fuente Carreteros";"1148";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fuente Palmera";"9766";"0";"16";"163,83370878558264";"1";"0";"1";"0";"18/02/2021"
"Guadalcázar";"1559";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Hornachuelos";"4480";"0";"7";"156,25";"3";"0";"0";"0";"18/02/2021"
"Montoro";"9293";"0";"13";"139,89023996556548";"3";"0";"1";"0";"18/02/2021"
"Obejo";"2008";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Palma del Río";"20928";"0";"36";"172,0183486238532";"11";"0";"4";"0";"18/02/2021"
"Pedro Abad";"2815";"0";"3";"106,57193605683837";"1";"0";"0";"0";"18/02/2021"
"Peñaflor";"3639";"0";"5";"137,40038472107722";"3";"0";"0";"0";"18/02/2021"
"Posadas";"7318";"0";"8";"109,31948619841486";"2";"0";"0";"0";"18/02/2021"
"San Sebastián de los Ballesteros";"804";"0";"1";"124,37810945273633";"0";"0";"0";"0";"18/02/2021"
"Valenzuela";"1118";"0";"1";"89,445438282647586";"0";"0";"0";"0";"18/02/2021"
"Victoria (La)";"2289";"0";"3";"131,06159895150722";"2";"0";"0";"0";"18/02/2021"
"Villa del Río";"7067";"1";"9";"127,35248337342578";"3";"1";"0";"0";"18/02/2021"
"Villafranca de Córdoba";"4860";"1";"17";"349,79423868312756";"4";"1";"1";"0";"18/02/2021"
"Villaharta";"621";"0";"1";"161,03059581320451";"0";"0";"0";"0";"18/02/2021"
"Villaviciosa de Córdoba";"3200";"0";"2";"62,5";"1";"0";"0";"0";"18/02/2021"
"Alcaracejos";"1470";"0";"0";"0";"0";"0";"0";"1";"18/02/2021"
"Añora";"1530";"0";"1";"65,359477124183002";"0";"0";"0";"0";"18/02/2021"
"Belalcázar";"3235";"0";"6";"185,47140649149924";"1";"0";"24";"0";"18/02/2021"
"Belmez";"2921";"0";"4";"136,93940431359124";"1";"0";"1";"0";"18/02/2021"
"Blázquez (Los)";"664";"0";"1";"150,60240963855421";"0";"0";"0";"0";"18/02/2021"
"Cardeña";"1471";"0";"2";"135,96193065941537";"0";"0";"0";"0";"18/02/2021"
"Conquista";"366";"0";"6";"1639,344262295082";"1";"0";"0";"0";"18/02/2021"
"Dos Torres";"2394";"0";"2";"83,542188805346697";"0";"0";"0";"0";"18/02/2021"
"Espiel";"2405";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fuente la Lancha";"342";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fuente Obejuna";"4501";"0";"8";"177,7382803821373";"3";"0";"0";"0";"18/02/2021"
"Granjuela (La)";"439";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Guijo (El)";"352";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Hinojosa del Duque";"6707";"2";"21";"313,10571045176681";"4";"2";"62";"0";"18/02/2021"
"Pedroche";"1482";"0";"11";"742,24021592442648";"5";"0";"0";"0";"18/02/2021"
"Peñarroya-Pueblonuevo";"10561";"1";"14";"132,56320424202252";"3";"1";"9";"1";"18/02/2021"
"Pozoblanco";"17204";"3";"50";"290,63008602650547";"14";"3";"0";"0";"18/02/2021"
"Santa Eufemia";"743";"0";"1";"134,58950201884252";"0";"0";"0";"0";"18/02/2021"
"Torrecampo";"1040";"0";"1";"96,15384615384616";"0";"0";"0";"0";"18/02/2021"
"Valsequillo";"348";"0";"3";"862,06896551724139";"2";"0";"0";"0";"18/02/2021"
"Villanueva de Córdoba";"8671";"0";"1";"11,532695190866106";"1";"0";"0";"0";"18/02/2021"
"Villanueva del Duque";"1448";"0";"3";"207,18232044198896";"0";"0";"0";"0";"18/02/2021"
"Villanueva del Rey";"1015";"0";"4";"394,0886699507389";"3";"0";"0";"0";"18/02/2021"
"Villaralto";"1118";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Viso (El)";"2517";"0";"11";"437,02820818434645";"3";"0";"0";"0";"18/02/2021"
"Municipio de Córdoba sin especificar";"0";"0";"6";NA;"1";"0";"0";"0";"18/02/2021"
"Albondón";"712";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Albuñol";"7353";"2";"11";"149,59880320957433";"4";"2";"0";"0";"18/02/2021"
"Almegíjar";"337";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Almuñécar";"25927";"3";"44";"169,70725498515063";"10";"3";"3";"0";"18/02/2021"
"Alpujarra de la Sierra";"969";"0";"1";"103,19917440660474";"0";"0";"0";"0";"18/02/2021"
"Bérchules";"712";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Bubión";"298";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Busquístar";"279";"0";"7";"2508,9605734767024";"0";"0";"0";"0";"18/02/2021"
"Cádiar";"1465";"0";"2";"136,51877133105802";"1";"0";"0";"0";"18/02/2021"
"Cáñar";"377";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Capileira";"563";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Carataunas";"201";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cástaras";"235";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Guájares (Los)";"1053";"0";"1";"94,966761633428305";"0";"0";"0";"0";"18/02/2021"
"Gualchos";"5190";"1";"17";"327,55298651252406";"6";"1";"0";"0";"18/02/2021"
"Ítrabo";"991";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Jete";"927";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Juviles";"135";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lanjarón";"3530";"0";"5";"141,64305949008499";"1";"0";"0";"0";"18/02/2021"
"Lentegí";"333";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lobras";"133";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lújar";"483";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Molvízar";"2772";"2";"9";"324,6753246753247";"1";"2";"0";"0";"18/02/2021"
"Motril";"58460";"9";"144";"246,32227163872733";"58";"9";"5";"1";"18/02/2021"
"Murtas";"455";"0";"1";"219,78021978021977";"1";"0";"0";"0";"18/02/2021"
"Nevada";"1072";"0";"1";"93,28358208955224";"0";"0";"0";"0";"18/02/2021"
"Órgiva";"5784";"0";"2";"34,57814661134163";"0";"0";"0";"0";"18/02/2021"
"Otívar";"1011";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pampaneira";"317";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Polopos";"1722";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pórtugos";"368";"0";"2";"543,47826086956525";"0";"0";"0";"0";"18/02/2021"
"Rubite";"382";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Salobreña";"12513";"1";"36";"287,70079117717574";"12";"1";"2";"0";"18/02/2021"
"Soportújar";"264";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Sorvilán";"527";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Taha (La)";"670";"0";"1";"149,25373134328359";"0";"0";"0";"0";"18/02/2021"
"Torrenueva Costa";"2796";"0";"5";"178,826895565093";"3";"0";"0";"0";"18/02/2021"
"Torvizcón";"625";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Trevélez";"736";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Turón";"232";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Ugíjar";"2517";"2";"7";"278,10885975367501";"7";"2";"0";"0";"18/02/2021"
"Válor";"677";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Vélez de Benaudalla";"2890";"1";"18";"622,83737024221455";"7";"1";"1";"0";"18/02/2021"
"Alamedilla";"569";"0";"2";"351,49384885764499";"1";"0";"1";"0";"18/02/2021"
"Albuñán";"409";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Aldeire";"630";"3";"10";"1587,3015873015872";"5";"3";"0";"0";"18/02/2021"
"Alicún de Ortega";"471";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alquife";"580";"0";"2";"344,82758620689657";"2";"0";"0";"0";"18/02/2021"
"Baza";"20430";"0";"65";"318,15956926089086";"20";"0";"1";"0";"18/02/2021"
"Beas de Guadix";"329";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benalúa";"3310";"0";"17";"513,59516616314204";"10";"0";"0";"0";"18/02/2021"
"Benamaurel";"2260";"0";"12";"530,97345132743362";"1";"0";"0";"0";"18/02/2021"
"Calahorra (La)";"668";"0";"5";"748,50299401197606";"3";"0";"0";"0";"18/02/2021"
"Caniles";"4021";"0";"19";"472,51927381248447";"3";"0";"2";"0";"18/02/2021"
"Castilléjar";"1321";"0";"11";"832,70249810749431";"3";"0";"0";"0";"18/02/2021"
"Castril";"2020";"0";"10";"495,04950495049508";"2";"0";"0";"0";"18/02/2021"
"Cogollos de Guadix";"642";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cortes de Baza";"1844";"0";"1";"54,229934924078094";"0";"0";"0";"0";"18/02/2021"
"Cortes y Graena";"982";"0";"1";"101,83299389002036";"1";"0";"0";"0";"18/02/2021"
"Cuevas del Campo";"1744";"1";"8";"458,71559633027522";"4";"1";"0";"0";"18/02/2021"
"Cúllar";"4091";"0";"11";"268,88291371302859";"3";"0";"0";"0";"18/02/2021"
"Darro";"1634";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Dehesas de Guadix";"422";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Diezma";"764";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Dólar";"628";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Ferreira";"301";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fonelas";"978";"0";"8";"817,99591002044986";"2";"0";"0";"0";"18/02/2021"
"Freila";"939";"0";"3";"319,4888178913738";"0";"0";"0";"0";"18/02/2021"
"Galera";"1071";"0";"17";"1587,3015873015872";"0";"0";"0";"0";"18/02/2021"
"Gor";"744";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Gorafe";"383";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Guadix";"18436";"11";"134";"726,83879366456927";"58";"11";"0";"1";"18/02/2021"
"Huélago";"401";"0";"1";"249,37655860349128";"1";"0";"0";"0";"18/02/2021"
"Huéneja";"1170";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Huéscar";"7195";"2";"81";"1125,7817929117443";"18";"2";"5";"0";"18/02/2021"
"Jérez del Marquesado";"955";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Lanteira";"564";"0";"1";"177,3049645390071";"0";"0";"0";"0";"18/02/2021"
"Lugros";"310";"1";"1";"322,58064516129031";"1";"1";"0";"0";"18/02/2021"
"Marchal";"414";"0";"1";"241,54589371980677";"0";"0";"0";"0";"18/02/2021"
"Morelábor";"572";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Orce";"1185";"0";"14";"1181,4345991561181";"7";"0";"0";"0";"18/02/2021"
"Pedro Martínez";"1138";"0";"6";"527,24077328646752";"1";"-1";"0";"-1";"18/02/2021"
"Peza (La)";"1167";"0";"2";"171,37960582690661";"0";"0";"0";"0";"18/02/2021"
"Polícar";"263";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Puebla de Don Fadrique";"2238";"0";"8";"357,4620196604111";"0";"0";"0";"0";"18/02/2021"
"Purullena";"2306";"0";"13";"563,74674761491758";"3";"0";"0";"0";"18/02/2021"
"Valle del Zalabí";"2105";"0";"4";"190,02375296912115";"1";"0";"0";"0";"18/02/2021"
"Villanueva de las Torres";"562";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Zújar";"2544";"1";"25";"982,70440251572325";"12";"1";"1";"0";"18/02/2021"
"Beas de Granada";"980";"0";"2";"204,08163265306123";"0";"0";"0";"0";"18/02/2021"
"Granada (capital)";"233648";"57";"793";"339,39943847154694";"259";"57";"29";"1";"18/02/2021"
"Huétor de Santillán";"1882";"1";"3";"159,4048884165781";"1";"1";"0";"0";"18/02/2021"
"Jun";"3853";"1";"16";"415,26083571243186";"7";"1";"0";"0";"18/02/2021"
"Agrón";"260";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Albolote";"18962";"10";"85";"448,26495095454067";"34";"10";"1";"0";"18/02/2021"
"Albuñuelas";"802";"0";"1";"124,68827930174564";"0";"0";"0";"0";"18/02/2021"
"Alfacar";"5488";"0";"25";"455,53935860058311";"7";"0";"2";"0";"18/02/2021"
"Algarinejo";"2467";"0";"3";"121,60518848804216";"0";"0";"5";"0";"18/02/2021"
"Alhama de Granada";"5867";"2";"16";"272,71177773990115";"12";"2";"0";"0";"18/02/2021"
"Alhendín";"9509";"0";"30";"315,49058786412871";"9";"0";"1";"0";"18/02/2021"
"Arenas del Rey";"653";"1";"1";"153,13935681470139";"1";"1";"0";"0";"18/02/2021"
"Armilla";"24340";"0";"62";"254,72473294987674";"9";"0";"2";"0";"18/02/2021"
"Atarfe";"18960";"2";"91";"479,957805907173";"35";"2";"2";"0";"18/02/2021"
"Benalúa de las Villas";"1054";"0";"7";"664,13662239089183";"5";"0";"1";"0";"18/02/2021"
"Cacín";"568";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cájar";"5205";"1";"13";"249,75984630163305";"3";"1";"0";"0";"18/02/2021"
"Calicasas";"638";"0";"3";"470,2194357366771";"0";"0";"0";"0";"18/02/2021"
"Campotéjar";"1229";"0";"1";"81,366965012205043";"0";"0";"1";"0";"18/02/2021"
"Cenes de la Vega";"8153";"1";"19";"233,04305163743408";"7";"1";"0";"0";"18/02/2021"
"Chauchina";"5552";"3";"14";"252,16138328530261";"3";"3";"1";"0";"18/02/2021"
"Chimeneas";"1251";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Churriana de la Vega";"15689";"0";"37";"235,83402383835809";"6";"0";"3";"0";"18/02/2021"
"Cijuela";"3415";"1";"7";"204,97803806734993";"1";"1";"0";"0";"18/02/2021"
"Cogollos de la Vega";"2007";"3";"6";"298,95366218236171";"5";"3";"0";"0";"18/02/2021"
"Colomera";"1302";"1";"3";"230,41474654377879";"2";"1";"2";"0";"18/02/2021"
"Cúllar Vega";"7547";"0";"16";"212,0047701073274";"4";"0";"0";"0";"18/02/2021"
"Dehesas Viejas";"688";"0";"3";"436,04651162790697";"0";"0";"0";"0";"18/02/2021"
"Deifontes";"2600";"0";"6";"230,76923076923077";"2";"0";"0";"0";"18/02/2021"
"Dílar";"2092";"2";"2";"95,602294455066925";"2";"2";"0";"0";"18/02/2021"
"Domingo Pérez de Granada";"878";"4";"12";"1366,7425968109339";"6";"4";"0";"0";"18/02/2021"
